|C100|1|0|PART014|55|00|1|20006|35260899000000140001553060000200061700200064|19082026|19082026|2380,50|0|0,00|0,00|2380,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM018|MERCADORIA SINTETICA C 0010|3,000|UN|636,50|0,00|0|01|6102||636,50|1,6500|10,50|01|636,50|7,6000|48,37|CTA_MERC|||||
|C170|2|ITEM019|MERCADORIA SINTETICA C 0011|4,000|UN|793,50|0,00|0|02|6404||793,50|1,6500|13,09|02|793,50|7,6000|60,31|CTA_MERC|||||
|C170|3|ITEM020|MERCADORIA SINTETICA C 0012|5,000|UN|950,50|0,00|0|04|5101||0,00|0,0000|0,00|04|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|1|PART015|55|00|1|20007|35260899000000150001553070000200071700200071|22082026|22082026|727,50|0|0,00|0,00|727,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM001|MERCADORIA SINTETICA C 0013|6,000|UN|727,50|0,00|0|04|5102||0,00|0,0000|0,00|04|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART016|55|00|1|20008|35260899000000160001553080000200081700200089|25082026|25082026|1794,00|0|0,00|0,00|1794,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM002|MERCADORIA SINTETICA C 0014|7,000|UN|818,50|0,00|0|07|5405||0,00|0,0000|0,00|07|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM003|MERCADORIA SINTETICA C 0015|8,000|UN|975,50|0,00|0|08|6101||0,00|0,0000|0,00|08|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|1|PART017|55|00|1|20009|35260899000000170001553090000200091700200096|28082026|28082026|3199,50|0|0,00|0,00|3199,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM004|MERCADORIA SINTETICA C 0016|1,000|UN|909,50|0,00|0|49|6102||909,50|1,6500|15,01|49|909,50|7,6000|69,12|CTA_MERC|||||
|C170|2|ITEM005|MERCADORIA SINTETICA C 0017|2,000|UN|1066,50|0,00|0|50|6404||1066,50|1,6500|17,60|50|1066,50|7,6000|81,05|CTA_MERC|||||
|C170|3|ITEM006|MERCADORIA SINTETICA C 0018|3,000|UN|1223,50|0,00|0|51|5101||1223,50|1,6500|20,19|51|1223,50|7,6000|92,99|CTA_MERC|||||
|C100|0|0|PART018|55|00|1|20010|35260899000000180001553100000200101700200104|31082026|31082026|1000,50|0|0,00|0,00|1000,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM007|MERCADORIA SINTETICA C 0019|4,000|UN|1000,50|0,00|0|51|1102||1000,50|1,6500|16,51|51|1000,50|7,6000|76,04|CTA_MERC|||||
|C100|1|1|PART019|55|00|1|20011|35260899000000190001553110000200111700200111|03082026|03082026|2340,00|0|0,00|0,00|2340,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM008|MERCADORIA SINTETICA C 0020|5,000|UN|1091,50|0,00|0|70|5405||1091,50|1,6500|18,01|70|1091,50|7,6000|82,95|CTA_MERC|||||
|C170|2|ITEM009|MERCADORIA SINTETICA C 0021|6,000|UN|1248,50|0,00|0|73|6101||1248,50|1,6500|20,60|73|1248,50|7,6000|94,89|CTA_MERC|||||
|C100|1|0|PART020|55|00|1|20012|35260899000000200001553120000200121700200129|06082026|06082026|4018,50|0|0,00|0,00|4018,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM010|MERCADORIA SINTETICA C 0022|7,000|UN|1182,50|0,00|0|98|6102||1182,50|1,6500|19,51|98|1182,50|7,6000|89,87|CTA_MERC|||||
|C170|2|ITEM011|MERCADORIA SINTETICA C 0023|8,000|UN|1339,50|0,00|0|01|6404||1339,50|1,6500|22,10|01|1339,50|7,6000|101,80|CTA_MERC|||||
|C170|3|ITEM012|MERCADORIA SINTETICA C 0024|1,000|UN|1496,50|0,00|0|02|5101||1496,50|1,6500|24,69|02|1496,50|7,6000|113,73|CTA_MERC|||||
|C100|1|1|PART021|55|00|1|20013|35260899000000210001553130000200131700200136|09082026|09082026|1273,50|0|0,00|0,00|1273,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM013|MERCADORIA SINTETICA C 0025|2,000|UN|1273,50|0,00|0|02|5102||1273,50|1,6500|21,01|02|1273,50|7,6000|96,79|CTA_MERC|||||
|C100|1|0|PART022|55|00|1|20014|35260899000000220001553140000200141700200143|12082026|12082026|2886,00|0|0,00|0,00|2886,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM014|MERCADORIA SINTETICA C 0026|3,000|UN|1364,50|0,00|0|06|5405||0,00|0,0000|0,00|06|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM015|MERCADORIA SINTETICA C 0027|4,000|UN|1521,50|0,00|0|07|6101||0,00|0,0000|0,00|07|0,00|0,0000|0,00|CTA_MERC|||||
|C100|0|1|PART023|55|00|1|20015|35260899000000230001553150000200151700200150|15082026|15082026|4837,50|0|0,00|0,00|4837,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM016|MERCADORIA SINTETICA C 0028|5,000|UN|1455,50|0,00|0|08|2102||0,00|0,0000|0,00|08|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM017|MERCADORIA SINTETICA C 0029|6,000|UN|1612,50|0,00|0|49|2403||1612,50|1,6500|26,61|49|1612,50|7,6000|122,55|CTA_MERC|||||
|C170|3|ITEM018|MERCADORIA SINTETICA C 0030|7,000|UN|1769,50|0,00|0|50|1101||1769,50|1,6500|29,20|50|1769,50|7,6000|134,48|CTA_MERC|||||
|C100|1|0|PART024|55|00|1|20016|35260899000000240001553160000200161700200168|18082026|18082026|1546,50|0|0,00|0,00|1546,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM019|MERCADORIA SINTETICA C 0031|8,000|UN|1546,50|0,00|0|50|5102||1546,50|1,6500|25,52|50|1546,50|7,6000|117,53|CTA_MERC|||||
|C100|1|1|PART025|55|00|1|20017|35260899000000250001553170000200171700200175|21082026|21082026|3432,00|0|0,00|0,00|3432,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM020|MERCADORIA SINTETICA C 0032|1,000|UN|1637,50|0,00|0|60|5405||0,00|0,0000|0,00|60|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM001|MERCADORIA SINTETICA C 0033|2,000|UN|1794,50|0,00|0|70|6101||1794,50|1,6500|29,61|70|1794,50|7,6000|136,38|CTA_MERC|||||
|C100|1|0|PART026|55|00|1|20018|35260899000000260001553180000200181700200182|24082026|24082026|5656,50|0|0,00|0,00|5656,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM002|MERCADORIA SINTETICA C 0034|3,000|UN|1728,50|0,00|0|73|6102||1728,50|1,6500|28,52|73|1728,50|7,6000|131,37|CTA_MERC|||||
|C170|2|ITEM003|MERCADORIA SINTETICA C 0035|4,000|UN|1885,50|0,00|0|98|6404||1885,50|1,6500|31,11|98|1885,50|7,6000|143,30|CTA_MERC|||||
|C170|3|ITEM004|MERCADORIA SINTETICA C 0036|5,000|UN|2042,50|0,00|0|01|5101||2042,50|1,6500|33,70|01|2042,50|7,6000|155,23|CTA_MERC|||||
|C100|1|1|PART027|55|00|1|20019|35260899000000270001553190000200191700200190|27082026|27082026|1819,50|0|0,00|0,00|1819,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM005|MERCADORIA SINTETICA C 0037|6,000|UN|1819,50|0,00|0|01|5102||1819,50|1,6500|30,02|01|1819,50|7,6000|138,28|CTA_MERC|||||
|C100|0|0|PART028|55|00|1|20020|35260899000000280001553200000200201700200208|30082026|30082026|3978,00|0|0,00|0,00|3978,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM006|MERCADORIA SINTETICA C 0038|7,000|UN|1910,50|0,00|0|04|1403||0,00|0,0000|0,00|04|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM007|MERCADORIA SINTETICA C 0039|8,000|UN|2067,50|0,00|0|06|2101||0,00|0,0000|0,00|06|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|1|PART029|55|00|1|20021|35260899000000290001553210000200211700200215|02082026|02082026|6475,50|0|0,00|0,00|6475,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM008|MERCADORIA SINTETICA C 0040|1,000|UN|2001,50|0,00|0|07|6102||0,00|0,0000|0,00|07|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM009|MERCADORIA SINTETICA C 0041|2,000|UN|2158,50|0,00|0|08|6404||0,00|0,0000|0,00|08|0,00|0,0000|0,00|CTA_MERC|||||
|C170|3|ITEM010|MERCADORIA SINTETICA C 0042|3,000|UN|2315,50|0,00|0|49|5101||2315,50|1,6500|38,21|49|2315,50|7,6000|175,98|CTA_MERC|||||
|C100|1|0|PART030|55|00|1|20022|35260899000000300001553220000200221700200222|05082026|05082026|2092,50|0|0,00|0,00|2092,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM011|MERCADORIA SINTETICA C 0043|4,000|UN|2092,50|0,00|0|49|5102||2092,50|1,6500|34,53|49|2092,50|7,6000|159,03|CTA_MERC|||||
|C100|1|1|PART001|55|00|1|20023|35260899000000010001553230000200231700200236|08082026|08082026|4524,00|0|0,00|0,00|4524,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM012|MERCADORIA SINTETICA C 0044|5,000|UN|2183,50|0,00|0|51|5405||2183,50|1,6500|36,03|51|2183,50|7,6000|165,95|CTA_MERC|||||
|C170|2|ITEM013|MERCADORIA SINTETICA C 0045|6,000|UN|2340,50|0,00|0|60|6101||0,00|0,0000|0,00|60|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART002|55|00|1|20024|35260899000000020001553240000200241700200243|11082026|11082026|7294,50|0|0,00|0,00|7294,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM014|MERCADORIA SINTETICA C 0046|7,000|UN|2274,50|0,00|0|70|6102||2274,50|1,6500|37,53|70|2274,50|7,6000|172,86|CTA_MERC|||||
|C170|2|ITEM015|MERCADORIA SINTETICA C 0047|8,000|UN|2431,50|0,00|0|73|6404||2431,50|1,6500|40,12|73|2431,50|7,6000|184,79|CTA_MERC|||||
|C170|3|ITEM016|MERCADORIA SINTETICA C 0048|1,000|UN|2588,50|0,00|0|98|5101||2588,50|1,6500|42,71|98|2588,50|7,6000|196,73|CTA_MERC|||||
|C100|0|1|PART003|55|00|1|20025|35260899000000030001553250000200251700200250|14082026|14082026|2365,50|0|0,00|0,00|2365,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM017|MERCADORIA SINTETICA C 0049|2,000|UN|2365,50|0,00|0|98|1102||2365,50|1,6500|39,03|98|2365,50|7,6000|179,78|CTA_MERC|||||
|C100|1|0|PART004|55|00|1|20026|35260899000000040001553260000200261700200268|17082026|17082026|5070,00|0|0,00|0,00|5070,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM018|MERCADORIA SINTETICA C 0050|3,000|UN|2456,50|0,00|0|02|5405||2456,50|1,6500|40,53|02|2456,50|7,6000|186,69|CTA_MERC|||||
|C170|2|ITEM019|MERCADORIA SINTETICA C 0051|4,000|UN|2613,50|0,00|0|04|6101||0,00|0,0000|0,00|04|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|1|PART005|55|00|1|20027|35260899000000050001553270000200271700200275|20082026|20082026|8113,50|0|0,00|0,00|8113,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM020|MERCADORIA SINTETICA C 0052|5,000|UN|2547,50|0,00|0|06|6102||0,00|0,0000|0,00|06|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM001|MERCADORIA SINTETICA C 0053|6,000|UN|2704,50|0,00|0|07|6404||0,00|0,0000|0,00|07|0,00|0,0000|0,00|CTA_MERC|||||
|C170|3|ITEM002|MERCADORIA SINTETICA C 0054|7,000|UN|2861,50|0,00|0|08|5101||0,00|0,0000|0,00|08|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART006|55|00|1|20028|35260899000000060001553280000200281700200282|23082026|23082026|2638,50|0|0,00|0,00|2638,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM003|MERCADORIA SINTETICA C 0055|8,000|UN|2638,50|0,00|0|08|5102||0,00|0,0000|0,00|08|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|1|PART007|55|00|1|20029|35260899000000070001553290000200291700200290|26082026|26082026|5616,00|0|0,00|0,00|5616,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM004|MERCADORIA SINTETICA C 0056|1,000|UN|2729,50|0,00|0|50|5405||2729,50|1,6500|45,04|50|2729,50|7,6000|207,44|CTA_MERC|||||
|C170|2|ITEM005|MERCADORIA SINTETICA C 0057|2,000|UN|2886,50|0,00|0|51|6101||2886,50|1,6500|47,63|51|2886,50|7,6000|219,37|CTA_MERC|||||
|C100|0|0|PART008|55|00|1|20030|35260899000000080001553300000200301700200308|29082026|29082026|8932,50|0|0,00|0,00|8932,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM006|MERCADORIA SINTETICA C 0058|3,000|UN|2820,50|0,00|0|60|2102||0,00|0,0000|0,00|60|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM007|MERCADORIA SINTETICA C 0059|4,000|UN|2977,50|0,00|0|70|2403||2977,50|1,6500|49,13|70|2977,50|7,6000|226,29|CTA_MERC|||||
|C170|3|ITEM008|MERCADORIA SINTETICA C 0060|5,000|UN|3134,50|0,00|0|73|1101||3134,50|1,6500|51,72|73|3134,50|7,6000|238,22|CTA_MERC|||||
|C100|1|1|PART009|55|00|1|20031|35260899000000090001553310000200311700200315|01082026|01082026|2911,50|0|0,00|0,00|2911,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM009|MERCADORIA SINTETICA C 0061|6,000|UN|2911,50|0,00|0|73|5102||2911,50|1,6500|48,04|73|2911,50|7,6000|221,27|CTA_MERC|||||
|C100|1|0|PART010|55|00|1|20032|35260899000000100001553320000200321700200322|04082026|04082026|6162,00|0|0,00|0,00|6162,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM010|MERCADORIA SINTETICA C 0062|7,000|UN|3002,50|0,00|0|01|5405||3002,50|1,6500|49,54|01|3002,50|7,6000|228,19|CTA_MERC|||||
|C170|2|ITEM011|MERCADORIA SINTETICA C 0063|8,000|UN|3159,50|0,00|0|02|6101||3159,50|1,6500|52,13|02|3159,50|7,6000|240,12|CTA_MERC|||||
|C100|1|1|PART011|55|00|1|20033|35260899000000110001553330000200331700200330|07082026|07082026|9751,50|0|0,00|0,00|9751,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM012|MERCADORIA SINTETICA C 0064|1,000|UN|3093,50|0,00|0|04|6102||0,00|0,0000|0,00|04|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM013|MERCADORIA SINTETICA C 0065|2,000|UN|3250,50|0,00|0|06|6404||0,00|0,0000|0,00|06|0,00|0,0000|0,00|CTA_MERC|||||
|C170|3|ITEM014|MERCADORIA SINTETICA C 0066|3,000|UN|3407,50|0,00|0|07|5101||0,00|0,0000|0,00|07|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART012|55|00|1|20034|35260899000000120001553340000200341700200347|10082026|10082026|3184,50|0|0,00|0,00|3184,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM015|MERCADORIA SINTETICA C 0067|4,000|UN|3184,50|0,00|0|07|5102||0,00|0,0000|0,00|07|0,00|0,0000|0,00|CTA_MERC|||||
|C100|0|1|PART013|55|00|1|20035|35260899000000130001553350000200351700200354|13082026|13082026|6708,00|0|0,00|0,00|6708,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM016|MERCADORIA SINTETICA C 0068|5,000|UN|3275,50|0,00|0|49|1403||3275,50|1,6500|54,05|49|3275,50|7,6000|248,94|CTA_MERC|||||
|C170|2|ITEM017|MERCADORIA SINTETICA C 0069|6,000|UN|3432,50|0,00|0|50|2101||3432,50|1,6500|56,64|50|3432,50|7,6000|260,87|CTA_MERC|||||
|C100|1|0|PART014|55|00|1|20036|35260899000000140001553360000200361700200361|16082026|16082026|10570,50|0|0,00|0,00|10570,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM018|MERCADORIA SINTETICA C 0070|7,000|UN|3366,50|0,00|0|51|6102||3366,50|1,6500|55,55|51|3366,50|7,6000|255,85|CTA_MERC|||||
|C170|2|ITEM019|MERCADORIA SINTETICA C 0071|8,000|UN|3523,50|0,00|0|60|6404||0,00|0,0000|0,00|60|0,00|0,0000|0,00|CTA_MERC|||||
|C170|3|ITEM020|MERCADORIA SINTETICA C 0072|1,000|UN|3680,50|0,00|0|70|5101||3680,50|1,6500|60,73|70|3680,50|7,6000|279,72|CTA_MERC|||||
|C100|1|1|PART015|55|00|1|20037|35260899000000150001553370000200371700200379|19082026|19082026|3457,50|0|0,00|0,00|3457,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM001|MERCADORIA SINTETICA C 0073|2,000|UN|3457,50|0,00|0|70|5102||3457,50|1,6500|57,05|70|3457,50|7,6000|262,77|CTA_MERC|||||
|C100|1|0|PART016|55|00|1|20038|35260899000000160001553380000200381700200386|22082026|22082026|7254,00|0|0,00|0,00|7254,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM002|MERCADORIA SINTETICA C 0074|3,000|UN|3548,50|0,00|0|98|5405||3548,50|1,6500|58,55|98|3548,50|7,6000|269,69|CTA_MERC|||||
|C170|2|ITEM003|MERCADORIA SINTETICA C 0075|4,000|UN|3705,50|0,00|0|01|6101||3705,50|1,6500|61,14|01|3705,50|7,6000|281,62|CTA_MERC|||||
|C100|1|1|PART017|55|00|1|20039|35260899000000170001553390000200391700200393|25082026|25082026|11389,50|0|0,00|0,00|11389,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM004|MERCADORIA SINTETICA C 0076|5,000|UN|3639,50|0,00|0|02|6102||3639,50|1,6500|60,05|02|3639,50|7,6000|276,60|CTA_MERC|||||
|C170|2|ITEM005|MERCADORIA SINTETICA C 0077|6,000|UN|3796,50|0,00|0|04|6404||0,00|0,0000|0,00|04|0,00|0,0000|0,00|CTA_MERC|||||
|C170|3|ITEM006|MERCADORIA SINTETICA C 0078|7,000|UN|3953,50|0,00|0|06|5101||0,00|0,0000|0,00|06|0,00|0,0000|0,00|CTA_MERC|||||
|C100|0|0|PART018|55|00|1|20040|35260899000000180001553400000200401700200401|28082026|28082026|3730,50|0|0,00|0,00|3730,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM007|MERCADORIA SINTETICA C 0079|8,000|UN|3730,50|0,00|0|06|1102||0,00|0,0000|0,00|06|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|1|PART019|55|00|1|20041|35260899000000190001553410000200411700200419|31082026|31082026|7800,00|0|0,00|0,00|7800,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM008|MERCADORIA SINTETICA C 0080|1,000|UN|3821,50|0,00|0|08|5405||0,00|0,0000|0,00|08|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM009|MERCADORIA SINTETICA C 0081|2,000|UN|3978,50|0,00|0|49|6101||3978,50|1,6500|65,65|49|3978,50|7,6000|302,37|CTA_MERC|||||
|C100|1|0|PART020|55|00|1|20042|35260899000000200001553420000200421700200426|03082026|03082026|12208,50|0|0,00|0,00|12208,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM010|MERCADORIA SINTETICA C 0082|3,000|UN|3912,50|0,00|0|50|6102||3912,50|1,6500|64,56|50|3912,50|7,6000|297,35|CTA_MERC|||||
|C170|2|ITEM011|MERCADORIA SINTETICA C 0083|4,000|UN|4069,50|0,00|0|51|6404||4069,50|1,6500|67,15|51|4069,50|7,6000|309,28|CTA_MERC|||||
|C170|3|ITEM012|MERCADORIA SINTETICA C 0084|5,000|UN|4226,50|0,00|0|60|5101||0,00|0,0000|0,00|60|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|1|PART021|55|00|1|20043|35260899000000210001553430000200431700200433|06082026|06082026|4003,50|0|0,00|0,00|4003,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM013|MERCADORIA SINTETICA C 0085|6,000|UN|4003,50|0,00|0|60|5102||0,00|0,0000|0,00|60|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART022|55|00|1|20044|35260899000000220001553440000200441700200440|09082026|09082026|8346,00|0|0,00|0,00|8346,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM014|MERCADORIA SINTETICA C 0086|7,000|UN|4094,50|0,00|0|73|5405||4094,50|1,6500|67,56|73|4094,50|7,6000|311,18|CTA_MERC|||||
|C170|2|ITEM015|MERCADORIA SINTETICA C 0087|8,000|UN|4251,50|0,00|0|98|6101||4251,50|1,6500|70,15|98|4251,50|7,6000|323,11|CTA_MERC|||||
|C100|0|1|PART023|55|00|1|20045|35260899000000230001553450000200451700200458|12082026|12082026|13027,50|0|0,00|0,00|13027,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM016|MERCADORIA SINTETICA C 0088|1,000|UN|4185,50|0,00|0|01|2102||4185,50|1,6500|69,06|01|4185,50|7,6000|318,10|CTA_MERC|||||
|C170|2|ITEM017|MERCADORIA SINTETICA C 0089|2,000|UN|4342,50|0,00|0|02|2403||4342,50|1,6500|71,65|02|4342,50|7,6000|330,03|CTA_MERC|||||
|C170|3|ITEM018|MERCADORIA SINTETICA C 0090|3,000|UN|4499,50|0,00|0|04|1101||0,00|0,0000|0,00|04|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART024|55|00|1|20046|35260899000000240001553460000200461700200465|15082026|15082026|4276,50|0|0,00|0,00|4276,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM019|MERCADORIA SINTETICA C 0091|4,000|UN|4276,50|0,00|0|04|5102||0,00|0,0000|0,00|04|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|1|PART025|55|00|1|20047|35260899000000250001553470000200471700200472|18082026|18082026|8892,00|0|0,00|0,00|8892,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM020|MERCADORIA SINTETICA C 0092|5,000|UN|4367,50|0,00|0|07|5405||0,00|0,0000|0,00|07|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM001|MERCADORIA SINTETICA C 0093|6,000|UN|4524,50|0,00|0|08|6101||0,00|0,0000|0,00|08|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART026|55|00|1|20048|35260899000000260001553480000200481700200480|21082026|21082026|13846,50|0|0,00|0,00|13846,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM002|MERCADORIA SINTETICA C 0094|7,000|UN|4458,50|0,00|0|49|6102||4458,50|1,6500|73,57|49|4458,50|7,6000|338,85|CTA_MERC|||||
|C170|2|ITEM003|MERCADORIA SINTETICA C 0095|8,000|UN|4615,50|0,00|0|50|6404||4615,50|1,6500|76,16|50|4615,50|7,6000|350,78|CTA_MERC|||||
|C170|3|ITEM004|MERCADORIA SINTETICA C 0096|1,000|UN|4772,50|0,00|0|51|5101||4772,50|1,6500|78,75|51|4772,50|7,6000|362,71|CTA_MERC|||||
|C100|1|1|PART027|55|00|1|20049|35260899000000270001553490000200491700200497|24082026|24082026|4549,50|0|0,00|0,00|4549,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM005|MERCADORIA SINTETICA C 0097|2,000|UN|4549,50|0,00|0|51|5102||4549,50|1,6500|75,07|51|4549,50|7,6000|345,76|CTA_MERC|||||
|C100|0|0|PART028|55|00|1|20050|35260899000000280001553500000200501700200505|27082026|27082026|9438,00|0|0,00|0,00|9438,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM006|MERCADORIA SINTETICA C 0098|3,000|UN|4640,50|0,00|0|70|1403||4640,50|1,6500|76,57|70|4640,50|7,6000|352,68|CTA_MERC|||||
|C170|2|ITEM007|MERCADORIA SINTETICA C 0099|4,000|UN|4797,50|0,00|0|73|2101||4797,50|1,6500|79,16|73|4797,50|7,6000|364,61|CTA_MERC|||||
|C100|1|1|PART029|55|00|1|20051|35260899000000290001553510000200511700200512|30082026|30082026|9865,50|0|0,00|0,00|9865,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM008|MERCADORIA SINTETICA C 0100|5,000|UN|4731,50|0,00|0|98|6102||4731,50|1,6500|78,07|98|4731,50|7,6000|359,59|CTA_MERC|||||
|C170|2|ITEM009|MERCADORIA SINTETICA C 0101|6,000|UN|4888,50|0,00|0|01|6404||4888,50|1,6500|80,66|01|4888,50|7,6000|371,53|CTA_MERC|||||
|C170|3|ITEM010|MERCADORIA SINTETICA C 0102|7,000|UN|245,50|0,00|0|02|5101||245,50|1,6500|4,05|02|245,50|7,6000|18,66|CTA_MERC|||||
|C100|1|0|PART030|55|00|1|20052|35260899000000300001553520000200521700200520|02082026|02082026|4822,50|0|0,00|0,00|4822,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM011|MERCADORIA SINTETICA C 0103|8,000|UN|4822,50|0,00|0|02|5102||4822,50|1,6500|79,57|02|4822,50|7,6000|366,51|CTA_MERC|||||
|C100|1|1|PART001|55|00|1|20053|35260899000000010001553530000200531700200533|05082026|05082026|384,00|0|0,00|0,00|384,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM012|MERCADORIA SINTETICA C 0104|1,000|UN|113,50|0,00|0|06|5405||0,00|0,0000|0,00|06|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM013|MERCADORIA SINTETICA C 0105|2,000|UN|270,50|0,00|0|07|6101||0,00|0,0000|0,00|07|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART002|55|00|1|20054|35260899000000020001553540000200541700200540|08082026|08082026|1084,50|0|0,00|0,00|1084,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM014|MERCADORIA SINTETICA C 0106|3,000|UN|204,50|0,00|0|08|6102||0,00|0,0000|0,00|08|0,00|0,0000|0,00|CTA_MERC|||||
